,时间戳,日期,时段,年,月,日,星期,是否周末,季度,小时,是否高峰时段,是否夜间,系统负荷-实时,风电出力-实时,光伏出力-实时,水电出力-实时,联络线计划-实时,非市场化机组出力-实时,平均出清价格-实时（元/MWh）
5229,2024-12-31_21:00-22:00,2024-12-31,21:00-22:00,2024,12,31,2,0,4,21,0,0,33237.039,2851.880127,0.0,10946.248,-3695.0,13685.438,318.2146
5230,2024-12-31_22:00-23:00,2024-12-31,22:00-23:00,2024,12,31,2,0,4,22,0,1,30521.607,2922.605957,0.0,9131.989,-4694.0,11663.959,314.889221
5231,2024-12-31_23:00-24:00,2024-12-31,23:00-24:00,2024,12,31,2,0,4,23,0,1,28209.174,3140.171143,0.0,9007.5,-4300.0,11368.31,265.000122
5232,2025-01-01_00:00-01:00,2025-01-01,00:00-01:00,2025,1,1,3,0,1,0,0,1,28282.453,3288.05127,0.0,8634.002,-986.0,11163.206,423.999908
5233,2025-01-01_01:00-02:00,2025-01-01,01:00-02:00,2025,1,1,3,0,1,1,0,1,26771.609,3384.729736,0.0,8576.953,-1334.0,11048.741,309.999908
5234,2025-01-01_02:00-03:00,2025-01-01,02:00-03:00,2025,1,1,3,0,1,2,0,1,25833.705,3265.226563,0.0,8567.901,-1434.0,10960.485,286.641968
5235,2025-01-01_03:00-04:00,2025-01-01,03:00-04:00,2025,1,1,3,0,1,3,0,1,25194.023,3116.763916,0.0,8562.989,-1434.0,10889.549,280.249023
5236,2025-01-01_04:00-05:00,2025-01-01,04:00-05:00,2025,1,1,3,0,1,4,0,1,25249.125,2932.39502,0.01,8568.452,-1434.0,10852.046,289.000092
5237,2025-01-01_05:00-06:00,2025-01-01,05:00-06:00,2025,1,1,3,0,1,5,0,1,25658.549,2609.86377,0.11,8534.775,-1281.0,10816.158,319.000092
5238,2025-01-01_06:00-07:00,2025-01-01,06:00-07:00,2025,1,1,3,0,1,6,0,1,26719.6,2306.236572,1.01,8647.695,-1113.0,10905.18,423.524109
5239,2025-01-01_07:00-08:00,2025-01-01,07:00-08:00,2025,1,1,3,0,1,7,0,0,28917.297,1925.079346,741.511169,8727.856,-546.0,11275.565,433.825409
5240,2025-01-01_08:00-09:00,2025-01-01,08:00-09:00,2025,1,1,3,0,1,8,1,0,29761.205,1602.395508,4251.666992,8747.82,-1388.0,13642.272,409.999512
5241,2025-01-01_09:00-10:00,2025-01-01,09:00-10:00,2025,1,1,3,0,1,9,1,0,28872.084,1118.417358,7551.082031,7960.343,-1011.0,15534.305,22.5606
5242,2025-01-01_10:00-11:00,2025-01-01,10:00-11:00,2025,1,1,3,0,1,10,1,0,27981.227,654.718811,10020.3877,8064.098,-2164.0,17432.672,22.293886
5243,2025-01-01_11:00-12:00,2025-01-01,11:00-12:00,2025,1,1,3,0,1,11,1,0,26284.135,387.095856,9780.098633,8010.741,-1923.0,18260.464,2.753801
5244,2025-01-01_12:00-13:00,2025-01-01,12:00-13:00,2025,1,1,3,0,1,12,1,0,25653.85,317.53476,9038.633789,7923.127,-1254.0,18098.76,2.338512
5245,2025-01-01_13:00-14:00,2025-01-01,13:00-14:00,2025,1,1,3,0,1,13,1,0,25319.406,340.572601,7859.068359,7943.548,-1715.0,17278.38,2.670788
5246,2025-01-01_14:00-15:00,2025-01-01,14:00-15:00,2025,1,1,3,0,1,14,1,0,25573.611,314.258026,7603.458984,8410.735,-1422.0,16084.404,2.772504
5247,2025-01-01_15:00-16:00,2025-01-01,15:00-16:00,2025,1,1,3,0,1,15,1,0,27600.141,155.908981,5052.942383,10733.021,-1920.0,15611.743,323.830505
5248,2025-01-01_16:00-17:00,2025-01-01,16:00-17:00,2025,1,1,3,0,1,16,0,0,30274.225,131.139999,1231.344727,11426.014,-1174.0,13970.483,469.831787
5249,2025-01-01_17:00-18:00,2025-01-01,17:00-18:00,2025,1,1,3,0,1,17,0,0,32412.402,89.473015,14.164899,11547.729,-471.0,13640.338,470.324341
5250,2025-01-01_18:00-19:00,2025-01-01,18:00-19:00,2025,1,1,3,0,1,18,0,0,32941.562,97.621025,0.1,11436.503,53.0,13693.853,461.929626
5251,2025-01-01_19:00-20:00,2025-01-01,19:00-20:00,2025,1,1,3,0,1,19,0,0,33604.711,131.88002,0.07,11231.131,120.0,13449.098,478.477783
5252,2025-01-01_20:00-21:00,2025-01-01,20:00-21:00,2025,1,1,3,0,1,20,0,0,33723.312,173.495972,0.04,10849.376,96.0,13095.93,497.951447
5253,2025-01-01_21:00-22:00,2025-01-01,21:00-22:00,2025,1,1,3,0,1,21,0,0,31236.297,356.311096,0.0,10255.99,-331.0,12573.7,508.416809
5254,2025-01-01_22:00-23:00,2025-01-01,22:00-23:00,2025,1,1,3,0,1,22,0,1,28186.125,582.772034,0.0,9757.484,-844.0,11994.591,472.161865
5255,2025-01-01_23:00-24:00,2025-01-01,23:00-24:00,2025,1,1,3,0,1,23,0,1,26133.414,876.60907,0.0,9659.059,-1078.0,11935.011,448.000031
5256,2025-01-02_00:00-01:00,2025-01-02,00:00-01:00,2025,1,2,4,0,1,0,0,1,26316.93,1468.460327,0.0,8881.305,-825.0,11181.866,393.349884
5257,2025-01-02_01:00-02:00,2025-01-02,01:00-02:00,2025,1,2,4,0,1,1,0,1,25098.912,2149.918457,0.0,8803.243,-1026.0,11232.158,353.350067
5258,2025-01-02_02:00-03:00,2025-01-02,02:00-03:00,2025,1,2,4,0,1,2,0,1,24249.885,2470.563232,0.0,8623.473,-1554.0,11094.609,333.349976
5259,2025-01-02_03:00-04:00,2025-01-02,03:00-04:00,2025,1,2,4,0,1,3,0,1,23829.865,2936.359375,0.0,8637.124,-1943.0,11300.962,313.350098
5260,2025-01-02_04:00-05:00,2025-01-02,04:00-05:00,2025,1,2,4,0,1,4,0,1,24059.377,3300.653564,0.0,8600.337,-1941.0,11460.428,313.349915
5261,2025-01-02_05:00-06:00,2025-01-02,05:00-06:00,2025,1,2,4,0,1,5,0,1,25321.555,3969.218262,0.08,8585.019,-1934.0,11448.147,313.350006
5262,2025-01-02_06:00-07:00,2025-01-02,06:00-07:00,2025,1,2,4,0,1,6,0,1,28409.367,4526.152344,1.039,9020.846,-647.0,12004.352,353.350189
5263,2025-01-02_07:00-08:00,2025-01-02,07:00-08:00,2025,1,2,4,0,1,7,0,0,32027.033,4578.459473,698.514282,9101.925,-281.0,12467.478,426.000153
5264,2025-01-02_08:00-09:00,2025-01-02,08:00-09:00,2025,1,2,4,0,1,8,1,0,34526.984,4377.802246,3751.196289,8697.623,-481.0,13858.685,425.664612
5265,2025-01-02_09:00-10:00,2025-01-02,09:00-10:00,2025,1,2,4,0,1,9,1,0,34160.172,3679.296875,7149.391602,8324.355,-2307.0,15674.072,347.842896
5266,2025-01-02_10:00-11:00,2025-01-02,10:00-11:00,2025,1,2,4,0,1,10,1,0,33271.492,2991.175537,9731.4375,8167.042,-1980.0,16928.72,336.740112
5267,2025-01-02_11:00-12:00,2025-01-02,11:00-12:00,2025,1,2,4,0,1,11,1,0,30958.086,2589.924072,10802.39063,8357.65,-1590.0,18132.336,116.241913
5268,2025-01-02_12:00-13:00,2025-01-02,12:00-13:00,2025,1,2,4,0,1,12,1,0,31180.861,2346.148926,10773.07129,8575.185,-2446.0,18350.456,64.619225
5269,2025-01-02_13:00-14:00,2025-01-02,13:00-14:00,2025,1,2,4,0,1,13,1,0,30583.465,2302.459473,10010.74902,8468.936,-2518.0,17236.85,152.050583
5270,2025-01-02_14:00-15:00,2025-01-02,14:00-15:00,2025,1,2,4,0,1,14,1,0,30900.93,2335.529297,7458.587891,8376.989,-2296.0,15368.542,354.127136
5271,2025-01-02_15:00-16:00,2025-01-02,15:00-16:00,2025,1,2,4,0,1,15,1,0,32632.145,2553.86499,3952.942871,9910.419,-2070.0,14674.838,393.286438
5272,2025-01-02_16:00-17:00,2025-01-02,16:00-17:00,2025,1,2,4,0,1,16,0,0,34368.777,2477.60083,939.223511,11020.494,-897.0,14032.393,450.907562
5273,2025-01-02_17:00-18:00,2025-01-02,17:00-18:00,2025,1,2,4,0,1,17,0,0,35691.055,2788.625488,12.1394,11144.246,-464.0,13733.24,448.299957
5274,2025-01-02_18:00-19:00,2025-01-02,18:00-19:00,2025,1,2,4,0,1,18,0,0,35794.004,3319.943604,0.11,11206.297,67.0,14160.606,447.999847
5275,2025-01-02_19:00-20:00,2025-01-02,19:00-20:00,2025,1,2,4,0,1,19,0,0,36051.891,3865.073975,114.809998,11291.155,137.0,14423.697,448.104462
5276,2025-01-02_20:00-21:00,2025-01-02,20:00-21:00,2025,1,2,4,0,1,20,0,0,36153.801,3824.121582,114.779991,10792.76,112.0,13828.438,448.319397
5277,2025-01-02_21:00-22:00,2025-01-02,21:00-22:00,2025,1,2,4,0,1,21,0,0,33684.52,3780.429688,114.739998,10219.103,-314.0,13123.008,449.395782
5278,2025-01-02_22:00-23:00,2025-01-02,22:00-23:00,2025,1,2,4,0,1,22,0,1,30335.553,3517.384277,114.739998,9420.589,-835.0,12238.438,431.999969
5279,2025-01-02_23:00-24:00,2025-01-02,23:00-24:00,2025,1,2,4,0,1,23,0,1,28003.01,3299.009766,114.739998,9815.216,-1071.0,12283.213,391.000153
5280,2025-01-03_00:00-01:00,2025-01-03,00:00-01:00,2025,1,3,5,0,1,0,0,1,28396.488,2999.500732,0.0,8789.161,-824.0,11215.761,373.350098
5281,2025-01-03_01:00-02:00,2025-01-03,01:00-02:00,2025,1,3,5,0,1,1,0,1,27262.141,2621.413574,0.0,8812.686,-1733.0,11288.822,373.349884
5282,2025-01-03_02:00-03:00,2025-01-03,02:00-03:00,2025,1,3,5,0,1,2,0,1,26278.324,2658.447754,0.0,8806.647,-1833.0,11253.841,353.350037
5283,2025-01-03_03:00-04:00,2025-01-03,03:00-04:00,2025,1,3,5,0,1,3,0,1,26011.584,2434.797363,0.0,8757.465,-1636.0,11192.571,353.350159
5284,2025-01-03_04:00-05:00,2025-01-03,04:00-05:00,2025,1,3,5,0,1,4,0,1,26050.922,2248.883789,0.0,8748.446,-1636.0,11079.442,373.350037
5285,2025-01-03_05:00-06:00,2025-01-03,05:00-06:00,2025,1,3,5,0,1,5,0,1,27566.029,1795.656738,0.12,8520.571,-1415.0,10706.183,373.349823
5286,2025-01-03_06:00-07:00,2025-01-03,06:00-07:00,2025,1,3,5,0,1,6,0,1,30043.812,1622.20105,1.047,8889.867,-647.0,11124.508,445.169891
5287,2025-01-03_07:00-08:00,2025-01-03,07:00-08:00,2025,1,3,5,0,1,7,0,0,33934.289,1633.486938,694.423157,8826.172,-280.0,11507.068,489.342194
5288,2025-01-03_08:00-09:00,2025-01-03,08:00-09:00,2025,1,3,5,0,1,8,1,0,35953.719,1650.89502,3792.500244,8741.668,-127.0,13149.696,467.085358
5289,2025-01-03_09:00-10:00,2025-01-03,09:00-10:00,2025,1,3,5,0,1,9,1,0,35196.426,1371.453125,7358.562012,8070.835,-1419.0,14747.247,395.337067
5290,2025-01-03_10:00-11:00,2025-01-03,10:00-11:00,2025,1,3,5,0,1,10,1,0,34105.453,793.072266,10049.66016,8187.011,-1562.0,16616.274,381.715759
5291,2025-01-03_11:00-12:00,2025-01-03,11:00-12:00,2025,1,3,5,0,1,11,1,0,31370.725,451.977997,11563.8457,7988.119,-1383.0,17245.478,333.349976
5292,2025-01-03_12:00-13:00,2025-01-03,12:00-13:00,2025,1,3,5,0,1,12,1,0,31399.324,334.636017,11750.42676,7974.384,-2335.0,17166.435,313.084869
5293,2025-01-03_13:00-14:00,2025-01-03,13:00-14:00,2025,1,3,5,0,1,13,1,0,30980.607,320.58902,10596.67285,7962.826,-2026.0,15981.493,333.159393
5294,2025-01-03_14:00-15:00,2025-01-03,14:00-15:00,2025,1,3,5,0,1,14,1,0,31304.758,359.207916,7976.894043,8125.484,-2033.0,14421.748,374.239594
5295,2025-01-03_15:00-16:00,2025-01-03,15:00-16:00,2025,1,3,5,0,1,15,1,0,33107.047,376.513062,4172.066895,10229.069,-2421.0,14286.78,432.955292
5296,2025-01-03_16:00-17:00,2025-01-03,16:00-17:00,2025,1,3,5,0,1,16,0,0,35008.598,455.949036,975.252991,11368.401,-906.0,14057.584,462.603699
5297,2025-01-03_17:00-18:00,2025-01-03,17:00-18:00,2025,1,3,5,0,1,17,0,0,36138.797,654.346863,14.790599,10758.462,-464.0,13076.482,449.246155
5298,2025-01-03_18:00-19:00,2025-01-03,18:00-19:00,2025,1,3,5,0,1,18,0,0,36055.008,982.362976,0.06,10730.746,65.0,13096.973,448.274811
5299,2025-01-03_19:00-20:00,2025-01-03,19:00-20:00,2025,1,3,5,0,1,19,0,0,36100.605,1087.177124,0.02,10736.096,135.0,13138.751,457.65152
5300,2025-01-03_20:00-21:00,2025-01-03,20:00-21:00,2025,1,3,5,0,1,20,0,0,35982.66,1120.243164,0.04,10578.326,110.0,13101.893,456.148682
5301,2025-01-03_21:00-22:00,2025-01-03,21:00-22:00,2025,1,3,5,0,1,21,0,0,33965.559,1419.140137,0.0,9885.183,-316.0,12453.454,443.90567
5302,2025-01-03_22:00-23:00,2025-01-03,22:00-23:00,2025,1,3,5,0,1,22,0,1,30844.102,1450.19519,0.0,9221.88,-836.0,11882.91,428.51828
5303,2025-01-03_23:00-24:00,2025-01-03,23:00-24:00,2025,1,3,5,0,1,23,0,1,28724.451,1501.181274,0.0,9184.457,-1075.0,11627.199,373.349854
5304,2025-01-04_00:00-01:00,2025-01-04,00:00-01:00,2025,1,4,6,1,1,0,0,1,28978.436,1491.046143,0.0,8633.173,-823.0,10986.157,373.350098
5305,2025-01-04_01:00-02:00,2025-01-04,01:00-02:00,2025,1,4,6,1,1,1,0,1,27590.01,1282.991211,0.0,8634.98,-1324.0,11053.931,373.243896
5306,2025-01-04_02:00-03:00,2025-01-04,02:00-03:00,2025,1,4,6,1,1,2,0,1,26644.131,1047.83313,0.0,8590.179,-1424.0,10893.14,373.350006
5307,2025-01-04_03:00-04:00,2025-01-04,03:00-04:00,2025,1,4,6,1,1,3,0,1,26243.613,859.542908,0.0,8607.33,-1424.0,10941.585,373.32135
5308,2025-01-04_04:00-05:00,2025-01-04,04:00-05:00,2025,1,4,6,1,1,4,0,1,26122.199,976.7229,0.0,8604.244,-1424.0,10903.916,373.282135
5309,2025-01-04_05:00-06:00,2025-01-04,05:00-06:00,2025,1,4,6,1,1,5,0,1,26964.494,903.901978,0.11,8539.433,-1125.0,10816.263,373.350067
5310,2025-01-04_06:00-07:00,2025-01-04,06:00-07:00,2025,1,4,6,1,1,6,0,1,28429.602,867.4039310000001,1.269,8549.216,-643.0,10855.714,373.287079
5311,2025-01-04_07:00-08:00,2025-01-04,07:00-08:00,2025,1,4,6,1,1,7,0,0,32028.652,826.897034,461.520477,8768.792,-280.0,11362.694,382.452606
5312,2025-01-04_08:00-09:00,2025-01-04,08:00-09:00,2025,1,4,6,1,1,8,1,0,34811.344,733.610046,2202.977539,9483.087,-114.0,13156.035,389.777313
5313,2025-01-04_09:00-10:00,2025-01-04,09:00-10:00,2025,1,4,6,1,1,9,1,0,35030.676,604.36499,3661.006348,9044.847,-163.0,13673.443,391.020081
5314,2025-01-04_10:00-11:00,2025-01-04,10:00-11:00,2025,1,4,6,1,1,10,1,0,35732.336,410.898956,4684.030273,9050.062,-700.0,13754.378,389.043762
5315,2025-01-04_11:00-12:00,2025-01-04,11:00-12:00,2025,1,4,6,1,1,11,1,0,34439.93,478.599976,4519.365234,8241.38,-1594.0,12641.551,393.536224
5316,2025-01-04_12:00-13:00,2025-01-04,12:00-13:00,2025,1,4,6,1,1,12,1,0,34888.582,379.500977,4002.29541,8248.918,-1176.0,12651.711,420.166992
5317,2025-01-04_13:00-14:00,2025-01-04,13:00-14:00,2025,1,4,6,1,1,13,1,0,34589.402,442.598999,3289.295166,8288.799,-934.0,12328.267,393.864624
5318,2025-01-04_14:00-15:00,2025-01-04,14:00-15:00,2025,1,4,6,1,1,14,1,0,34229.824,613.161865,2399.258789,8130.437,-916.0,11632.614,393.160553
5319,2025-01-04_15:00-16:00,2025-01-04,15:00-16:00,2025,1,4,6,1,1,15,1,0,35296.734,1102.838989,1281.581543,10035.351,-1695.0,13016.601,391.832977
5320,2025-01-04_16:00-17:00,2025-01-04,16:00-17:00,2025,1,4,6,1,1,16,0,0,36509.207,1638.842896,332.171082,10805.407,-895.0,13553.574,392.184998
5321,2025-01-04_17:00-18:00,2025-01-04,17:00-18:00,2025,1,4,6,1,1,17,0,0,36635.488,2350.921875,7.2,11059.817,-458.0,13644.224,392.095428
5322,2025-01-04_18:00-19:00,2025-01-04,18:00-19:00,2025,1,4,6,1,1,18,0,0,36626.66,3280.105713,5.07,11082.183,65.0,13751.85,373.626434
5323,2025-01-04_19:00-20:00,2025-01-04,19:00-20:00,2025,1,4,6,1,1,19,0,0,36318.375,3078.584717,0.08,10957.469,614.0,13480.076,372.967834
5324,2025-01-04_20:00-21:00,2025-01-04,20:00-21:00,2025,1,4,6,1,1,20,0,0,35972.242,2303.352783,0.04,10650.646,110.0,13117.453,392.052673
5325,2025-01-04_21:00-22:00,2025-01-04,21:00-22:00,2025,1,4,6,1,1,21,0,0,33700.461,1740.439941,0.0,10050.077,-316.0,12642.456,373.520386
5326,2025-01-04_22:00-23:00,2025-01-04,22:00-23:00,2025,1,4,6,1,1,22,0,1,30802.758,1718.86731,0.0,9399.06,-836.0,12088.03,353.573792
5327,2025-01-04_23:00-24:00,2025-01-04,23:00-24:00,2025,1,4,6,1,1,23,0,1,28629.117,1830.655151,0.0,9113.871,-1672.0,11719.481,353.349945
5328,2025-01-05_00:00-01:00,2025-01-05,00:00-01:00,2025,1,5,7,1,1,0,0,1,28850.727,1851.193359,0.0,8472.049,-817.0,10956.507,447.965546
5329,2025-01-05_01:00-02:00,2025-01-05,01:00-02:00,2025,1,5,7,1,1,1,0,1,27439.766,1936.054443,0.0,8436.497,-1368.0,10850.779,446.000122
5330,2025-01-05_02:00-03:00,2025-01-05,02:00-03:00,2025,1,5,7,1,1,2,0,1,26564.193,2116.554443,0.0,8433.323,-2267.0,10952.734,432.000153
5331,2025-01-05_03:00-04:00,2025-01-05,03:00-04:00,2025,1,5,7,1,1,3,0,1,26084.039,2465.291748,0.0,8434.807,-2222.0,10937.082,427.999878
5332,2025-01-05_04:00-05:00,2025-01-05,04:00-05:00,2025,1,5,7,1,1,4,0,1,25933.141,2884.123535,0.01,8453.044,-2222.0,10948.545,425.999969
5333,2025-01-05_05:00-06:00,2025-01-05,05:00-06:00,2025,1,5,7,1,1,5,0,1,26550.109,3244.562988,0.14,8426.209,-1923.0,10950.223,426.000153
5334,2025-01-05_06:00-07:00,2025-01-05,06:00-07:00,2025,1,5,7,1,1,6,0,1,28042.939,3655.763672,1.96,8497.151,-810.0,11125.002,426.000153
5335,2025-01-05_07:00-08:00,2025-01-05,07:00-08:00,2025,1,5,7,1,1,7,0,0,31216.475,3700.22998,609.408997,8459.668,-280.0,11397.029,443.899719
5336,2025-01-05_08:00-09:00,2025-01-05,08:00-09:00,2025,1,5,7,1,1,8,1,0,33991.824,3367.710205,3030.427002,8467.62,-287.0,12758.553,446.470154
5337,2025-01-05_09:00-10:00,2025-01-05,09:00-10:00,2025,1,5,7,1,1,9,1,0,33789.434,2681.99585,5631.505859,8058.896,-1164.0,14055.091,427.874237
5338,2025-01-05_10:00-11:00,2025-01-05,10:00-11:00,2025,1,5,7,1,1,10,1,0,33113.289,2047.548462,8521.732422,8165.108,-1416.0,15830.75,408.768219
5339,2025-01-05_11:00-12:00,2025-01-05,11:00-12:00,2025,1,5,7,1,1,11,1,0,30614.988,1415.200439,10293.50488,7895.873,-1891.0,17099.353,167.383789
5340,2025-01-05_12:00-13:00,2025-01-05,12:00-13:00,2025,1,5,7,1,1,12,1,0,30253.178,1226.672607,10609.86133,7886.546,-2500.0,17799.739,43.196926
5341,2025-01-05_13:00-14:00,2025-01-05,13:00-14:00,2025,1,5,7,1,1,13,1,0,29541.109,997.173645,9317.972656,7862.825,-2061.0,17438.819,44.918217
5342,2025-01-05_14:00-15:00,2025-01-05,14:00-15:00,2025,1,5,7,1,1,14,1,0,29506.986,1118.397705,8243.564453,7863.981,-1267.0,16036.324,112.307518
5343,2025-01-05_15:00-16:00,2025-01-05,15:00-16:00,2025,1,5,7,1,1,15,1,0,31334.127,1304.615234,5624.072266,10644.283,-2583.0,16119.715,316.050262
5344,2025-01-05_16:00-17:00,2025-01-05,16:00-17:00,2025,1,5,7,1,1,16,0,0,33526.047,1215.577271,1551.222534,11304.83,-897.0,14204.343,452.747101
5345,2025-01-05_17:00-18:00,2025-01-05,17:00-18:00,2025,1,5,7,1,1,17,0,0,35315.91,1401.139282,20.496199,11227.089,-459.0,13601.025,451.426636
5346,2025-01-05_18:00-19:00,2025-01-05,18:00-19:00,2025,1,5,7,1,1,18,0,0,35492.277,1968.866333,0.06,11387.205,73.0,13832.683,448.092468
5347,2025-01-05_19:00-20:00,2025-01-05,19:00-20:00,2025,1,5,7,1,1,19,0,0,36333.906,2229.257568,0.08,11312.021,143.0,13766.893,451.130463
5348,2025-01-05_20:00-21:00,2025-01-05,20:00-21:00,2025,1,5,7,1,1,20,0,0,35836.711,1929.919189,0.05,10941.094,140.0,13491.81,458.131195
5349,2025-01-05_21:00-22:00,2025-01-05,21:00-22:00,2025,1,5,7,1,1,21,0,0,33444.906,1565.987915,0.0,10348.217,-302.0,12741.852,456.198181
5350,2025-01-05_22:00-23:00,2025-01-05,22:00-23:00,2025,1,5,7,1,1,22,0,1,30348.912,1042.48584,0.0,9609.404,-835.0,11919.595,451.62912
5351,2025-01-05_23:00-24:00,2025-01-05,23:00-24:00,2025,1,5,7,1,1,23,0,1,28212.488,733.04303,0.0,9878.425,-1069.0,12117.17,445.999847
5352,2025-01-06_00:00-01:00,2025-01-06,00:00-01:00,2025,1,6,1,0,1,0,0,1,28481.066,644.255005,0.0,8896.006,-840.0,11043.335,445.913147
5353,2025-01-06_01:00-02:00,2025-01-06,01:00-02:00,2025,1,6,1,0,1,1,0,1,27016.059,753.623108,0.0,8650.381,-1042.0,10781.034,444.000153
5354,2025-01-06_02:00-03:00,2025-01-06,02:00-03:00,2025,1,6,1,0,1,2,0,1,26151.086,1083.541748,0.0,8604.044,-1142.0,10759.906,432.000061
5355,2025-01-06_03:00-04:00,2025-01-06,03:00-04:00,2025,1,6,1,0,1,3,0,1,25869.434,1555.612305,0.0,8567.471,-1169.0,10770.609,426.000061
5356,2025-01-06_04:00-05:00,2025-01-06,04:00-05:00,2025,1,6,1,0,1,4,0,1,26111.238,1906.630859,0.01,8514.832,-1584.0,10804.394,424.0
5357,2025-01-06_05:00-06:00,2025-01-06,05:00-06:00,2025,1,6,1,0,1,5,0,1,27301.031,2207.881348,0.13,8490.032,-1115.0,10810.652,427.977142
5358,2025-01-06_06:00-07:00,2025-01-06,06:00-07:00,2025,1,6,1,0,1,6,0,1,30183.59,2516.615723,2.589,8505.629,-1078.0,10918.795,444.000183
5359,2025-01-06_07:00-08:00,2025-01-06,07:00-08:00,2025,1,6,1,0,1,7,0,0,33814.309,3060.525635,623.320984,8503.222,-285.0,11470.09,448.610718
5360,2025-01-06_08:00-09:00,2025-01-06,08:00-09:00,2025,1,6,1,0,1,8,1,0,35834.07,3375.416016,3437.071289,8590.583,-97.0,13357.693,448.920074
5361,2025-01-06_09:00-10:00,2025-01-06,09:00-10:00,2025,1,6,1,0,1,9,1,0,35204.012,2984.833252,6858.5,7899.385,-1113.0,15240.426,346.028595
5362,2025-01-06_10:00-11:00,2025-01-06,10:00-11:00,2025,1,6,1,0,1,10,1,0,34316.695,2446.211182,9130.178711,7958.406,-1415.0,16712.507,313.323273
5363,2025-01-06_11:00-12:00,2025-01-06,11:00-12:00,2025,1,6,1,0,1,11,1,0,31744.916,1599.930054,10437.9668,7927.69,-1888.0,17298.375,131.727081
5364,2025-01-06_12:00-13:00,2025-01-06,12:00-13:00,2025,1,6,1,0,1,12,1,0,32214.441,1462.330078,10301.36328,7911.566,-1941.0,17012.948,46.184174
5365,2025-01-06_13:00-14:00,2025-01-06,13:00-14:00,2025,1,6,1,0,1,13,1,0,32305.961,1458.609009,9445.935547,9000.268,-1718.0,16375.785,163.940002
5366,2025-01-06_14:00-15:00,2025-01-06,14:00-15:00,2025,1,6,1,0,1,14,1,0,32847.301,1469.824219,6514.422852,8877.281,-1834.0,14123.751,454.417053
5367,2025-01-06_15:00-16:00,2025-01-06,15:00-16:00,2025,1,6,1,0,1,15,1,0,34010.602,1586.634033,3204.271973,10007.531,-1691.0,13907.282,457.087921
5368,2025-01-06_16:00-17:00,2025-01-06,16:00-17:00,2025,1,6,1,0,1,16,0,0,35255.43,1742.459473,843.583679,10856.642,-897.0,13432.212,450.908234
5369,2025-01-06_17:00-18:00,2025-01-06,17:00-18:00,2025,1,6,1,0,1,17,0,0,35661.586,2184.551758,12.4245,10869.193,-459.0,13223.996,449.488068
5370,2025-01-06_18:00-19:00,2025-01-06,18:00-19:00,2025,1,6,1,0,1,18,0,0,35906.062,2906.896484,0.06,10720.102,66.0,13345.162,443.44928
5371,2025-01-06_19:00-20:00,2025-01-06,19:00-20:00,2025,1,6,1,0,1,19,0,0,36183.543,3521.031006,0.06,10726.018,136.0,13476.069,444.447815
5372,2025-01-06_20:00-21:00,2025-01-06,20:00-21:00,2025,1,6,1,0,1,20,0,0,35992.801,3791.989746,0.1,10487.221,105.0,13373.075,443.397491
5373,2025-01-06_21:00-22:00,2025-01-06,21:00-22:00,2025,1,6,1,0,1,21,0,0,33641.711,3702.389404,0.0,10151.438,-317.0,13025.337,439.868408
5374,2025-01-06_22:00-23:00,2025-01-06,22:00-23:00,2025,1,6,1,0,1,22,0,1,30411.645,3376.776367,0.0,9540.602,-1099.0,12269.051,419.970459
5375,2025-01-06_23:00-24:00,2025-01-06,23:00-24:00,2025,1,6,1,0,1,23,0,1,28478.258,3030.300293,0.0,9832.328,-2755.0,12422.447,342.382507
5376,2025-01-07_00:00-01:00,2025-01-07,00:00-01:00,2025,1,7,2,0,1,0,0,1,28912.559,2784.447998,0.0,8715.174,-1966.0,11189.686,328.342499
5377,2025-01-07_01:00-02:00,2025-01-07,01:00-02:00,2025,1,7,2,0,1,1,0,1,27581.688,2552.703369,0.0,8643.374,-2127.0,11094.517,328.179169
5378,2025-01-07_02:00-03:00,2025-01-07,02:00-03:00,2025,1,7,2,0,1,2,0,1,26593.688,2242.134766,0.0,8568.394,-2579.0,11036.744,328.024078
5379,2025-01-07_03:00-04:00,2025-01-07,03:00-04:00,2025,1,7,2,0,1,3,0,1,26343.213,2384.508545,0.0,8541.413,-2579.0,11006.173,328.383698
5380,2025-01-07_04:00-05:00,2025-01-07,04:00-05:00,2025,1,7,2,0,1,4,0,1,26488.232,2661.671387,0.01,8554.411,-2579.0,11026.388,325.519104
5381,2025-01-07_05:00-06:00,2025-01-07,05:00-06:00,2025,1,7,2,0,1,5,0,1,27633.445,2417.201904,0.07,8667.158,-2311.0,11161.786,325.202667
5382,2025-01-07_06:00-07:00,2025-01-07,06:00-07:00,2025,1,7,2,0,1,6,0,1,30297.645,2370.42334,0.97,8777.318,-1805.0,11220.922,348.096252
5383,2025-01-07_07:00-08:00,2025-01-07,07:00-08:00,2025,1,7,2,0,1,7,0,0,33813.59,2230.124268,343.066528,8771.94,-1294.0,11369.375,371.572876
5384,2025-01-07_08:00-09:00,2025-01-07,08:00-09:00,2025,1,7,2,0,1,8,1,0,36962.621,2037.224854,1458.348267,8872.652,-237.0,12289.077,391.102325
5385,2025-01-07_09:00-10:00,2025-01-07,09:00-10:00,2025,1,7,2,0,1,9,1,0,36894.012,1734.756958,2798.223633,8165.192,-447.0,12696.915,393.043091
